,CUST_CODE,TOTAL_VISIT,TOTAL_SPEND,TICKET_SIZE,STD_SPEND,Duration_LAST_SHOPDATE,DUration_FIRST_SHOPDATE,LENGTH_STAY,AVG_TIME_TO_EVENT,MOD_BASKET,cluster
1718,CUST0000406750,17,29.050000000000004,0.9078125000000004,0.7450030804256786,135,765,630,37.05882352941177,1,0
1719,CUST0000735727,88,355.330000000001,1.551659388646288,1.7439336770674811,14,644,630,7.159090909090909,1,0
1720,CUST0000764200,7,18.080000000000005,1.2053333333333336,0.5597245354239491,7,637,630,90.0,1,0
1721,CUST0000257488,2,4.26,1.065,0.13499999999999998,16,135,119,59.5,1,1
1722,CUST0000634412,2,5.72,1.144,0.6158116595193696,115,490,375,187.5,1,0
1723,CUST0000249033,5,3.95,0.79,0.479541447635134,15,646,631,126.2,1,0
1724,CUST0000051723,2,5.41,1.8033333333333335,0.33954217541991577,363,483,120,60.0,1,1
1725,CUST0000859694,2,4.92,1.23,1.1704486319356353,415,535,120,60.0,1,1
1726,CUST0000769673,7,40.7,1.9380952380952379,1.451352797672109,96,728,632,90.28571428571429,1,0
1727,CUST0000424514,2,13.94,3.485,0.41500000000000004,60,692,632,316.0,1,0
1728,CUST0000303300,4,4.62,1.155,0.4153612885188027,121,753,632,158.0,1,0
1729,CUST0000155895,2,1.5299999999999998,0.7649999999999999,0.195,150,782,632,316.0,1,0
1730,CUST0000092303,6,58.38999999999999,2.5386956521739132,3.184900932658763,453,574,121,20.166666666666668,1,1
1731,CUST0000659887,2,0.7100000000000001,0.355,0.195,550,671,121,60.5,1,1
1732,CUST0000243194,4,5.4,0.675,0.31980462785894764,116,493,377,94.25,1,0
1733,CUST0000455083,148,1300.5099999999957,2.00386748844376,2.6616007650795055,0,377,377,2.5472972972972974,1,2
1734,CUST0000236299,4,2.48,0.496,0.1892722906291357,115,748,633,158.25,1,0
1735,CUST0000689094,6,61.169999999999995,2.1093103448275863,2.002668790138907,79,712,633,105.5,1,0
1736,CUST0000298236,2,2.52,1.26,0.28,655,777,122,61.0,1,1
1737,CUST0000291341,3,10.69,2.6725,2.0478693195611872,80,714,634,211.33333333333334,1,0
1738,CUST0000349244,8,60.040000000000006,2.501666666666667,1.5975623792376794,63,698,635,79.375,1,0
1739,CUST0000231274,9,110.91000000000001,2.016545454545455,2.0031758586457546,21,656,635,70.55555555555556,1,0
1740,CUST0000039707,2,1.37,0.685,0.42500000000000004,262,386,124,62.0,1,1
1741,CUST0000968248,3,4.18,1.3933333333333333,1.2114545894181186,668,792,124,41.333333333333336,1,1
1742,CUST0000219614,2,2.58,1.29,0.08000000000000007,274,654,380,190.0,1,0
1743,CUST0000770204,6,3.5899999999999994,0.5983333333333333,0.3720401710687824,49,429,380,63.333333333333336,1,0
1744,CUST0000065693,6,11.370000000000001,1.137,0.6739888723117022,56,692,636,106.0,1,0
1745,CUST0000762561,4,4.74,0.948,0.676946083525121,439,564,125,31.25,1,1
1746,CUST0000151417,2,2.77,1.3849999999999998,0.5249999999999999,356,481,125,62.5,1,1
1747,CUST0000380523,2,9.25,1.8499999999999999,1.643715303816327,392,517,125,62.5,1,1
1748,CUST0000337442,2,1.19,0.595,0.385,589,714,125,62.5,1,1
1749,CUST0000600863,2,5.0600000000000005,2.5300000000000002,1.55,139,520,381,190.5,1,0
1750,CUST0000165005,21,273.18999999999977,2.00875,3.6348985416498536,63,700,637,30.333333333333332,1,0
1751,CUST0000363049,6,3.2800000000000002,0.46857142857142864,0.2800218650354989,528,654,126,21.0,1,1
1752,CUST0000625493,10,65.65,1.7743243243243243,1.7251079723992218,97,223,126,12.6,1,1
1753,CUST0000030719,10,74.79999999999998,2.077777777777777,1.8890284262185488,180,562,382,38.2,1,0
1754,CUST0000927621,3,0.63,0.21,0.0,155,537,382,127.33333333333333,1,0
1755,CUST0000528711,23,96.46000000000002,2.243255813953488,3.8812595180156566,18,656,638,27.73913043478261,1,0
1756,CUST0000173934,3,2.58,0.516,0.29897157055479373,362,489,127,42.333333333333336,1,1
1757,CUST0000682174,2,9.48,1.896,1.0541840446525454,102,229,127,63.5,1,1
1758,CUST0000076024,8,15.120000000000001,1.6800000000000002,1.4996962655447565,90,473,383,47.875,1,0
1759,CUST0000402316,4,5.619999999999999,0.562,0.3127874677796411,230,613,383,95.75,1,0
1760,CUST0000417931,6,2.96,0.49333333333333335,0.08517954892787094,74,457,383,63.833333333333336,1,0
1761,CUST0000831915,9,17.23,1.2307142857142856,0.8910143840887539,0,384,384,42.666666666666664,1,0
1762,CUST0000600303,11,29.200000000000006,1.2166666666666668,0.8399090559234507,118,758,640,58.18181818181818,1,0
1763,CUST0000430013,9,10.880000000000003,1.2088888888888891,0.7197444676865756,101,741,640,71.11111111111111,1,0
1764,CUST0000950003,8,5.37,0.5966666666666667,0.32890390356117355,91,220,129,16.125,1,1
1765,CUST0000923854,5,5.39,0.77,0.4570714229901993,127,512,385,77.0,1,0
1766,CUST0000765440,11,54.15000000000001,1.5471428571428572,1.3127388412422794,19,660,641,58.27272727272727,1,0
1767,CUST0000591494,5,3.2600000000000002,0.6519999999999999,0.24563387388550467,266,652,386,77.2,1,0
1768,CUST0000658316,7,26.64,1.4800000000000002,1.0801543099637818,192,578,386,55.142857142857146,1,0
1769,CUST0000995077,11,118.84000000000003,2.9709999999999996,3.6580136686458675,31,673,642,58.36363636363637,1,0
1770,CUST0000871700,2,1.58,0.79,0.43,481,612,131,65.5,1,1
1771,CUST0000346033,2,1.86,0.9299999999999999,0.61,336,467,131,65.5,1,1
1772,CUST0000361499,2,2.21,0.7366666666666668,0.30466739606039606,167,298,131,65.5,1,1
1773,CUST0000355536,2,1.18,0.59,0.0,23,666,643,321.5,1,0
1774,CUST0000441584,8,36.28,2.4186666666666663,2.660789022493558,65,708,643,80.375,1,0
1775,CUST0000353323,2,6.369999999999999,1.274,0.33654717351361013,681,813,132,66.0,1,1
1776,CUST0000840836,3,2.43,0.486,0.2374531532744933,14,402,388,129.33333333333334,1,0
1777,CUST0000633979,5,2.5300000000000002,0.506,0.28189359694750077,79,723,644,128.8,1,0
1778,CUST0000976654,15,127.72,4.2573333333333325,15.783720079738982,158,802,644,42.93333333333333,1,0
1779,CUST0000929815,4,7.319999999999999,1.8299999999999998,0.962496753241277,78,723,645,161.25,1,0
1780,CUST0000069672,5,3.1199999999999997,0.52,0.2545584412271571,90,735,645,129.0,1,0
1781,CUST0000944214,3,22.090000000000003,5.522499999999999,4.621300547464966,10,655,645,215.0,1,0
1782,CUST0000783333,41,257.03000000000014,1.8761313868613132,1.657677228219194,6,396,390,9.512195121951219,1,0
1783,CUST0000416032,2,2.21,1.105,0.435,186,576,390,195.0,1,0
1784,CUST0000057105,7,12.919999999999998,1.0766666666666664,0.39482766986229434,80,726,646,92.28571428571429,1,0
1785,CUST0000432512,7,52.219999999999985,2.901111111111111,2.775854000501244,41,687,646,92.28571428571429,1,0
1786,CUST0000237610,8,106.55000000000004,1.9372727272727275,1.8145667697782495,109,755,646,80.75,1,0
1787,CUST0000574609,7,10.780000000000001,1.54,0.0,78,469,391,55.857142857142854,1,0
1788,CUST0000884185,8,5.12,0.5688888888888889,0.3043552180683488,163,810,647,80.875,1,0
1789,CUST0000805965,5,2.4699999999999998,0.494,0.5231290471766981,77,469,392,78.4,1,0
1790,CUST0000167794,6,7.89,1.315,0.6713605588653536,41,689,648,108.0,1,0
1791,CUST0000130276,3,8.569999999999999,2.1424999999999996,1.413955002820104,78,726,648,216.0,1,0
1792,CUST0000680451,2,7.32,3.66,0.0,84,732,648,324.0,1,0
1793,CUST0000706243,2,1.62,0.81,0.47,414,807,393,196.5,1,0
1794,CUST0000368789,5,42.42999999999999,2.2331578947368422,2.28022864188655,32,681,649,129.8,1,0
1795,CUST0000530717,7,34.33999999999999,1.5609090909090908,0.9093899508157258,120,769,649,92.71428571428571,1,0
1796,CUST0000117092,3,8.96,0.896,0.6901478102551655,72,721,649,216.33333333333334,1,0
1797,CUST0000139923,15,63.02999999999998,1.6586842105263158,0.7626621347988607,140,789,649,43.266666666666666,1,0
1798,CUST0000768680,14,168.42000000000007,2.760983606557377,2.828068740856548,32,681,649,46.357142857142854,1,0
1799,CUST0000897607,8,12.76,1.4177777777777778,0.5925046231001592,4,653,649,81.125,1,0
1800,CUST0000937562,2,3.0,0.75,0.22,3,141,138,69.0,1,1
1801,CUST0000331358,2,2.08,1.04,0.0,87,225,138,69.0,1,1
1802,CUST0000926188,4,5.76,1.44,0.5112240213448503,29,423,394,98.5,1,0
1803,CUST0000522946,7,17.509999999999998,1.9455555555555555,2.0601785850913834,42,692,650,92.85714285714286,1,0
1804,CUST0000278627,2,1.72,0.86,0.0,76,726,650,325.0,1,0
1805,CUST0000523028,3,3.23,0.4614285714285714,0.1945271608967,451,590,139,46.333333333333336,1,1
1806,CUST0000981735,2,2.06,1.03,0.010000000000000009,336,731,395,197.5,1,0
1807,CUST0000248320,5,26.089999999999996,1.630625,1.2717284927904227,23,418,395,79.0,1,0
1808,CUST0000431637,4,2.89,0.7225,0.48981501610301825,157,808,651,162.75,1,0
1809,CUST0000715934,2,1.24,0.31,0.03999999999999998,55,706,651,325.5,1,0
1810,CUST0000707689,3,6.8500000000000005,1.37,0.3729879354617251,399,539,140,46.666666666666664,1,1
1811,CUST0000257189,2,0.64,0.32,0.0,208,348,140,70.0,1,1
1812,CUST0000856007,5,20.73,2.073,2.7266501425742176,171,567,396,79.2,1,0
1813,CUST0000084563,15,6.6800000000000015,0.4175,0.15622499799967993,7,659,652,43.46666666666667,1,0
1814,CUST0000855710,6,5.74,0.8200000000000001,0.33649453402480617,118,259,141,23.5,1,1
1815,CUST0000804571,11,23.159999999999997,1.4475000000000002,0.796190146887036,334,732,398,36.18181818181818,1,1
1816,CUST0000705395,8,22.11,1.3818750000000002,1.1373610835504264,388,786,398,49.75,1,0
1817,CUST0000222191,2,2.62,0.655,0.225,43,697,654,327.0,1,0
1818,CUST0000473485,5,8.43,0.9366666666666666,0.3089408429528936,66,720,654,130.8,1,0
1819,CUST0000773456,15,19.29,1.0152631578947369,1.0492170936919063,124,778,654,43.6,1,0
1820,CUST0000239130,3,9.53,1.3614285714285717,1.5052520298838292,43,697,654,218.0,1,0
1821,CUST0000201555,2,4.12,2.06,0.0,29,172,143,71.5,1,1
1822,CUST0000784769,2,3.72,1.86,0.0,9,152,143,71.5,1,1
1823,CUST0000031316,3,24.349999999999998,6.0875,4.463184821402762,613,756,143,47.666666666666664,1,1
1824,CUST0000317437,14,24.140000000000004,1.341111111111111,2.1045212939153664,55,454,399,28.5,1,0
1825,CUST0000733809,8,7.31,0.731,0.2061771083316477,122,777,655,81.875,1,0
1826,CUST0000764003,3,4.25,0.8499999999999999,0.613449264405786,9,664,655,218.33333333333334,1,0
1827,CUST0000954530,3,2.7600000000000002,0.92,0.0,477,621,144,48.0,1,1
1828,CUST0000973685,2,0.6599999999999999,0.32999999999999996,0.01999999999999999,120,520,400,200.0,1,0
1829,CUST0000904346,4,42.300000000000004,2.35,2.3069990126665516,39,439,400,100.0,1,0
1830,CUST0000479105,4,12.640000000000002,3.16,3.8023216591971813,383,783,400,100.0,1,0
1831,CUST0000662527,12,18.340000000000003,1.0188888888888887,1.072602695880388,48,704,656,54.666666666666664,1,0
1832,CUST0000229062,4,15.26,1.9074999999999998,1.076298634208926,88,233,145,36.25,1,1
1833,CUST0000505317,2,4.31,1.4366666666666665,0.6839265717571993,470,615,145,72.5,1,1
1834,CUST0000463467,3,2.9299999999999997,0.7325,0.22509720122649238,100,245,145,48.333333333333336,1,1
1835,CUST0000018908,6,38.90999999999999,2.594,3.0953983050112734,136,537,401,66.83333333333333,1,0
1836,CUST0000857162,5,32.470000000000006,1.8038888888888889,1.837979382331734,140,797,657,131.4,1,0
1837,CUST0000723680,48,360.05000000000024,3.3032110091743125,3.197958890537348,7,664,657,13.6875,1,0
1838,CUST0000567323,2,1.46,0.73,0.0,34,180,146,73.0,1,1
1839,CUST0000948412,3,5.069999999999999,0.845,0.19241881404893854,189,591,402,134.0,1,0
1840,CUST0000688786,2,4.02,2.01,0.0,34,692,658,329.0,1,0
1841,CUST0000155846,2,7.879999999999999,1.9699999999999998,0.58,30,688,658,329.0,1,0
1842,CUST0000568827,4,2.48,0.62,0.3743661309466977,105,763,658,164.5,1,0
1843,CUST0000038693,17,110.16,1.3272289156626509,0.8653062877929438,18,166,148,8.705882352941176,1,1
1844,CUST0000657875,5,12.350000000000001,1.7642857142857142,1.8549228489374443,35,695,660,132.0,1,0
1845,CUST0000298604,6,3.95,0.5642857142857143,0.4101517887269522,5,665,660,110.0,1,0
1846,CUST0000631617,36,350.98,1.4747058823529409,1.4448999404334397,26,686,660,18.333333333333332,1,0
1847,CUST0000540341,3,15.150000000000002,1.515,1.398179173067601,284,433,149,49.666666666666664,1,1
1848,CUST0000065253,3,3.21,0.8025,0.24772716847370616,75,224,149,49.666666666666664,1,1
1849,CUST0000830651,2,2.1,0.5250000000000001,0.255,30,435,405,202.5,1,0
1850,CUST0000878890,2,1.24,0.31,0.13,35,440,405,202.5,1,0
1851,CUST0000195177,8,3.4800000000000004,0.435,0.03968626966596886,25,686,661,82.625,1,0
1852,CUST0000811062,3,7.82,1.955,1.205082984694415,78,739,661,220.33333333333334,1,0
1853,CUST0000659438,5,14.580000000000002,1.3254545454545454,0.6078182090120462,155,561,406,81.2,1,0
1854,CUST0000451206,2,19.0,2.7142857142857144,2.060331853595138,248,399,151,75.5,1,1
1855,CUST0000421776,2,4.34,2.17,1.31,386,537,151,75.5,1,1
1856,CUST0000328520,13,16.97,1.212142857142857,0.9489180197273447,153,816,663,51.0,1,0
1857,CUST0000122615,13,34.14000000000001,1.4843478260869563,1.0693103266447899,78,741,663,51.0,1,0
1858,CUST0000398442,13,46.90000000000001,1.4212121212121211,1.2349966447648142,40,703,663,51.0,1,0
1859,CUST0000857799,6,15.450000000000003,1.545,2.6610834259752174,171,323,152,25.333333333333332,1,1
1860,CUST0000546517,5,4.85,0.8083333333333333,0.42337598210364064,78,230,152,30.4,1,1
1861,CUST0000953213,7,11.559999999999999,1.1560000000000001,0.6310340719802695,128,280,152,21.714285714285715,1,1
1862,CUST0000677285,7,24.619999999999997,1.893846153846154,1.6906600370703584,97,505,408,58.285714285714285,1,0
1863,CUST0000485771,9,43.12,2.2694736842105265,2.3848545662029497,127,535,408,45.333333333333336,1,0
1864,CUST0000189511,12,38.24999999999999,1.7386363636363635,2.8519200796123068,26,690,664,55.333333333333336,1,0
1865,CUST0000196111,2,1.16,0.58,0.17,375,528,153,76.5,1,1
1866,CUST0000647611,3,10.620000000000001,1.0619999999999998,0.6194804274551375,280,689,409,136.33333333333334,1,0
1867,CUST0000723192,15,33.35,1.5159090909090907,1.5807468289356401,81,746,665,44.333333333333336,1,0
1868,CUST0000652745,18,124.08000000000003,1.8247058823529414,3.2480199717711433,11,676,665,36.94444444444444,1,0
1869,CUST0000888794,3,3.39,0.8475,0.4080670900722086,4,669,665,221.66666666666666,1,0
1870,CUST0000307692,2,18.72,9.36,0.0,41,195,154,77.0,1,1
1871,CUST0000930460,3,7.46,0.9325000000000001,0.5630663815217527,624,778,154,51.333333333333336,1,1
1872,CUST0000269829,5,5.959999999999999,0.8514285714285714,0.4776857476096474,70,480,410,82.0,1,0
1873,CUST0000892895,2,1.8900000000000001,0.9450000000000001,0.014999999999999958,107,517,410,205.0,1,0
1874,CUST0000564879,3,0.61,0.20333333333333334,0.05734883511361752,93,759,666,222.0,1,0
1875,CUST0000654710,3,7.69,0.9612499999999999,0.563680705275602,51,462,411,137.0,1,0
1876,CUST0000432043,11,68.24999999999999,1.5166666666666668,1.3558007064298039,74,741,667,60.63636363636363,1,0
1877,CUST0000729012,2,1.84,0.92,0.0,49,461,412,206.0,1,0
1878,CUST0000093630,3,5.24,1.048,0.174172328456618,320,477,157,52.333333333333336,1,1
1879,CUST0000411532,2,1.23,0.615,0.365,173,330,157,78.5,1,1
1880,CUST0000176814,6,13.4,1.34,1.414164064032176,521,678,157,26.166666666666668,1,1
1881,CUST0000167795,3,12.190000000000001,3.0475,2.4997837406463783,53,466,413,137.66666666666666,1,0
1882,CUST0000226236,7,30.74,3.0740000000000003,1.6879526059697292,122,791,669,95.57142857142857,1,0
1883,CUST0000328610,5,7.85,1.1214285714285712,0.45006122032543117,76,745,669,133.8,1,0
1884,CUST0000007759,3,8.15,2.0375,0.9526902697099412,182,596,414,138.0,1,0
1885,CUST0000080650,6,5.15,0.8583333333333333,0.0864902049688608,18,432,414,69.0,1,0
1886,CUST0000141808,6,9.94,0.8283333333333333,0.26909828852835327,206,620,414,69.0,1,0
1887,CUST0000469831,25,56.17000000000001,1.37,0.9120039580573076,5,419,414,16.56,1,1
1888,CUST0000158272,12,13.559999999999999,0.7533333333333334,0.5515533619797011,127,797,670,55.833333333333336,1,0
1889,CUST0000789867,4,4.87,1.2175,0.5817376986237011,567,726,159,39.75,1,1
1890,CUST0000300687,7,52.470000000000006,2.4985714285714287,2.4369150789555256,388,803,415,59.285714285714285,1,0
1891,CUST0000126042,5,3.83,0.766,0.6319683536380599,176,591,415,83.0,1,0
1892,CUST0000672817,11,35.06999999999999,1.67,0.6393076612354067,44,460,416,37.81818181818182,1,0
1893,CUST0000045573,2,1.34,0.67,0.0,21,437,416,208.0,1,0
1894,CUST0000873425,15,48.61,1.0127083333333333,0.8032427496906248,28,700,672,44.8,1,0
1895,CUST0000696851,2,1.46,0.73,0.0,57,729,672,336.0,1,0
1896,CUST0000379344,13,188.80000000000004,2.145454545454546,2.141249586897433,2,674,672,51.69230769230769,1,0
1897,CUST0000280015,13,26.25,1.875,1.4149293268569991,83,755,672,51.69230769230769,1,0
1898,CUST0000598011,3,7.1899999999999995,1.1983333333333333,0.7689043431330642,539,700,161,53.666666666666664,1,1
1899,CUST0000642917,4,12.890000000000002,2.1483333333333334,3.582756930385066,228,389,161,40.25,1,1
1900,CUST0000040739,3,14.840000000000002,1.8549999999999998,1.1278297743897345,306,723,417,139.0,1,0
1901,CUST0000192879,2,2.04,1.02,0.0,10,427,417,208.5,1,0
1902,CUST0000367296,13,32.75,1.926470588235294,1.485617087774602,58,731,673,51.76923076923077,1,0
1903,CUST0000446749,3,5.07,1.6900000000000002,0.21213203435596428,48,721,673,224.33333333333334,1,0
1904,CUST0000832164,8,152.15000000000003,10.867857142857146,18.644972198029855,107,780,673,84.125,1,0
1905,CUST0000975479,2,11.770000000000001,5.885000000000001,3.825,372,534,162,81.0,1,1
1906,CUST0000950962,4,21.460000000000004,3.065714285714286,3.037846310148299,525,687,162,40.5,1,1
1907,CUST0000818858,5,5.39,0.67375,0.27124423957017046,80,754,674,134.8,1,0
1908,CUST0000632619,7,10.370000000000001,1.29625,1.3328628727292242,41,715,674,96.28571428571429,1,0
1909,CUST0000744116,15,165.87000000000006,2.4756716417910445,1.9736240049909226,1,676,675,45.0,1,0
1910,CUST0000558249,4,3.85,0.9625,0.10732543966832842,90,765,675,168.75,1,0
1911,CUST0000157757,3,18.01,3.6020000000000003,2.6934394368539274,121,541,420,140.0,1,0
1912,CUST0000725682,3,3.44,1.1466666666666667,1.1832253471854894,11,431,420,140.0,1,0
1913,CUST0000759246,4,1.35,0.3375,0.03699662146737184,64,740,676,169.0,1,0
1914,CUST0000494202,15,90.21999999999998,1.5036666666666663,1.3996415811040894,27,703,676,45.06666666666667,1,0
1915,CUST0000817762,3,5.87,1.9566666666666668,0.5986837414046101,21,186,165,55.0,1,1
1916,CUST0000787294,2,1.05,0.35,0.0565685424949238,601,766,165,82.5,1,1
1917,CUST0000212722,2,1.47,0.735,0.245,117,538,421,210.5,1,0
1918,CUST0000429198,11,9.670000000000002,0.7438461538461538,0.7746715280242079,114,791,677,61.54545454545455,1,0
1919,CUST0000634764,13,44.23999999999998,1.1956756756756757,0.7721802777203126,39,716,677,52.07692307692308,1,0
1920,CUST0000881566,2,2.38,1.19,0.0,65,231,166,83.0,1,1
1921,CUST0000449385,2,2.11,1.055,0.625,376,542,166,83.0,1,1
1922,CUST0000178418,2,8.94,4.47,0.0,32,454,422,211.0,1,0
1923,CUST0000903937,3,8.67,1.08375,0.3741302413598773,27,449,422,140.66666666666666,1,0
1924,CUST0000817773,7,26.240000000000002,3.7485714285714287,2.4009666420686755,321,743,422,60.285714285714285,1,0
1925,CUST0000850318,7,15.43,2.204285714285714,2.267893025587892,203,625,422,60.285714285714285,1,0
1926,CUST0000284118,10,48.329999999999984,1.726071428571429,2.8153245680506163,13,691,678,67.8,1,0
1927,CUST0000339006,26,167.57000000000002,2.3601408450704224,1.9530701673913857,1,679,678,26.076923076923077,1,0
1928,CUST0000382706,2,3.08,1.54,0.0,25,703,678,339.0,1,0
1929,CUST0000679580,6,5.630000000000001,0.9383333333333334,0.09316949906249124,46,724,678,113.0,1,0
1930,CUST0000584770,5,23.320000000000004,1.4575000000000002,1.9128136997627345,646,814,168,33.6,1,1
1931,CUST0000636171,7,49.23000000000001,1.9691999999999996,2.7934923232398545,595,763,168,24.0,1,1
1932,CUST0000784863,3,2.94,0.735,0.46906822531482567,389,813,424,141.33333333333334,1,0
1933,CUST0000235700,11,19.960000000000004,1.108888888888889,0.5582103236523837,11,435,424,38.54545454545455,1,0
1934,CUST0000154221,9,97.82,1.7161403508771933,1.9936326311587422,63,743,680,75.55555555555556,1,0
1935,CUST0000883629,3,21.76,1.5542857142857143,0.6582630204421578,6,175,169,56.333333333333336,1,1
1936,CUST0000711437,3,9.42,3.1399999999999997,1.739482681718907,65,234,169,56.333333333333336,1,1
1937,CUST0000172937,6,11.59,1.4487499999999998,0.730315642376637,358,783,425,70.83333333333333,1,0
1938,CUST0000449509,3,5.93,1.186,0.8702551350035229,70,240,170,56.666666666666664,1,1
1939,CUST0000843084,4,64.07,3.372105263157894,7.845542870718897,82,252,170,42.5,1,1
1940,CUST0000129097,11,54.65999999999999,1.763225806451613,1.7374998484043085,72,754,682,62.0,1,0
1941,CUST0000326082,2,7.33,2.4433333333333334,0.9829321215402188,224,395,171,85.5,1,1
1942,CUST0000223911,2,4.2,1.0499999999999998,0.11999999999999991,41,468,427,213.5,1,0
1943,CUST0000707725,2,4.18,2.09,0.0,8,435,427,213.5,1,0
1944,CUST0000527989,2,1.96,0.98,0.0,85,512,427,213.5,1,0
1945,CUST0000715710,2,1.3,0.65,0.37,483,655,172,86.0,1,1
1946,CUST0000894137,10,6.939999999999998,0.6309090909090909,0.5033244849896363,125,809,684,68.4,1,0
1947,CUST0000869175,47,205.89000000000001,2.1009183673469387,2.778495073036325,17,701,684,14.553191489361701,1,0
1948,CUST0000853371,6,7.74,0.8600000000000001,0.7555424835470502,22,706,684,114.0,1,0
1949,CUST0000650693,3,13.180000000000001,3.295,2.8725815915305177,584,757,173,57.666666666666664,1,1
1950,CUST0000537835,3,2.18,0.7266666666666667,0.21684607956387458,73,246,173,57.666666666666664,1,1
1951,CUST0000392892,2,1.1,0.55,0.0,83,768,685,342.5,1,0
1952,CUST0000898289,2,1.9200000000000002,0.48,0.050000000000000024,21,706,685,342.5,1,0
1953,CUST0000778636,5,43.92,5.49,8.607544655707573,111,285,174,34.8,1,0
1954,CUST0000946376,4,5.4399999999999995,1.0879999999999999,0.49740928821243374,107,281,174,43.5,1,1
1955,CUST0000807189,3,6.6499999999999995,1.33,1.3913446733286472,122,296,174,58.0,1,1
1956,CUST0000965885,4,3.399999999999999,0.68,0.9724196624914574,204,634,430,107.5,1,0
1957,CUST0000006666,7,57.02000000000002,1.8393548387096776,2.7947219095124374,48,734,686,98.0,1,0
1958,CUST0000580909,27,191.44999999999993,2.587162162162162,2.276585589578482,6,181,175,6.481481481481482,1,1
1959,CUST0000795351,5,17.97,1.2835714285714288,0.9003618886937879,347,778,431,86.2,1,0
1960,CUST0000398031,14,44.68,1.1757894736842105,0.9181320613040697,46,733,687,49.07142857142857,1,0
1961,CUST0000003252,2,3.83,1.2766666666666666,0.9413583566079156,93,269,176,88.0,1,1
1962,CUST0000579625,3,5.539999999999999,1.108,0.8129305013345237,421,597,176,58.666666666666664,1,1
1963,CUST0000294517,17,17.559999999999995,0.8361904761904763,0.4523639094533998,16,704,688,40.470588235294116,1,0
1964,CUST0000488337,2,1.34,0.67,0.0,14,191,177,88.5,1,1
1965,CUST0000526560,3,6.460000000000001,1.615,0.9091891992319311,252,685,433,144.33333333333334,1,0
1966,CUST0000470575,5,5.51,0.787142857142857,0.22657160871907803,137,570,433,86.6,1,0
1967,CUST0000980671,38,118.81999999999996,2.1603636363636367,1.9500787523830592,79,768,689,18.13157894736842,1,0
1968,CUST0000446845,5,6.04,1.208,0.7814192216729763,107,796,689,137.8,1,0
1969,CUST0000647382,2,17.95,2.24375,1.1563621567225382,387,565,178,89.0,1,1
1970,CUST0000592043,2,13.339999999999998,3.335,3.448626538203289,225,403,178,89.0,1,1
1971,CUST0000587705,2,1.09,0.545,0.265,368,802,434,217.0,1,0
1972,CUST0000721346,2,2.73,0.91,0.11430952132988165,277,711,434,217.0,1,0
1973,CUST0000446352,4,9.6,1.3714285714285712,0.7531159761081874,226,660,434,108.5,1,0
1974,CUST0000784216,62,417.39000000000044,2.1295408163265304,2.529480121904408,1,691,690,11.129032258064516,1,0
1975,CUST0000602753,10,16.360000000000003,1.0906666666666667,0.8623878993172904,27,717,690,69.0,1,0
1976,CUST0000964395,3,11.4,2.2800000000000002,0.5661095300381367,25,460,435,145.0,1,0
1977,CUST0000523687,9,43.82,3.651666666666667,4.682326404209295,14,705,691,76.77777777777777,1,0
1978,CUST0000190712,2,1.17,0.585,0.13499999999999998,331,511,180,90.0,1,1
1979,CUST0000988890,2,3.08,1.54,0.0,12,192,180,90.0,1,1
1980,CUST0000096515,3,3.75,0.46875,0.2281138695914828,86,522,436,145.33333333333334,1,0
1981,CUST0000562015,18,77.4,3.2249999999999996,7.82579601914932,43,735,692,38.44444444444444,1,0
1982,CUST0000522096,3,8.2,2.05,0.9263638593986706,152,589,437,145.66666666666666,1,0
1983,CUST0000723094,4,3.76,0.7520000000000001,0.4182535116409664,200,637,437,109.25,1,0
1984,CUST0000119546,2,3.49,1.1633333333333333,0.3591038228083287,374,811,437,218.5,1,0
1985,CUST0000750655,4,19.48,2.1644444444444444,1.824287447569057,328,765,437,109.25,1,0
1986,CUST0000706317,5,47.510000000000005,6.787142857142857,6.821603737466756,38,731,693,138.6,1,0
1987,CUST0000052194,9,22.83,1.0377272727272726,0.4585246282488475,624,806,182,20.22222222222222,1,1
1988,CUST0000493580,8,19.44,1.215,0.5439094593772018,200,638,438,54.75,1,0
1989,CUST0000756447,6,22.289999999999996,0.9287499999999999,0.6896153064088218,15,709,694,115.66666666666667,1,0
1990,CUST0000571040,38,239.61000000000004,2.886867469879517,4.871091000654025,31,725,694,18.263157894736842,1,0
1991,CUST0000192392,38,253.24999999999977,3.2056962025316467,3.482468091594369,10,704,694,18.263157894736842,1,0
1992,CUST0000273906,3,3.7199999999999998,1.24,0.36395970472933764,245,428,183,61.0,1,1
1993,CUST0000950882,7,140.27000000000004,2.550363636363637,2.778409593232898,48,743,695,99.28571428571429,1,0
1994,CUST0000222271,3,4.08,1.36,0.28284271247461906,20,460,440,146.66666666666666,1,0
1995,CUST0000126928,26,35.59000000000001,1.0467647058823533,0.6358260980721216,38,734,696,26.76923076923077,1,0
1996,CUST0000890429,5,9.28,1.3257142857142856,0.9360533736744647,35,731,696,139.2,1,0
1997,CUST0000303829,26,65.08999999999999,1.1419298245614034,0.9320143033999396,114,810,696,26.76923076923077,1,0
1998,CUST0000440724,6,32.56000000000001,2.170666666666666,2.9864437416804326,81,777,696,116.0,1,0
1999,CUST0000364294,2,2.86,1.43,0.0,76,261,185,92.5,1,1
